Passage,DOI,Material,Rc,Unit,log(Rc)
"Excellent glass-forming ability in simple Cu50Zr50-based alloys. The critical cooling rate (R c) for the quenched alloys can be estimated by R c =dR/dt (K/s)=10/R ^(2) (cm) [22], where R is the typical dimension of the formed amorphous alloys. For the Cu50Zr50 BMG, the estimated R c is about 250K/s.",10.1016/j.jnoncrysol.2005.03.012,Cu50Zr50,250,K/s,2.397940009
"Effect of Al addition on structure and dynamics of Zr-Cu-Al glass-forming alloy. The GFA of BMG forming alloys are dependent on composition and, even a minor change in the fraction of the alloying element results in a drastic change in the GFA of the alloys. For example, the critical cooling rate RC (which gives measure of ease of glass formation and hence GFA) Cu50Zr50, Cu46Zr46Al8 and Cu46Zr46Al7Gd1 are 250, 40 and 10 K/s respectively [2].",10.1016/j.matpr.2020.10.633,Cu50Zr50,250,K/s,2.397940009
"Roles of minor additions in formation and properties of bulk metallic glasses. When 4% Al is added, the full amorphous rod can be produced up to 5mm at least. For the alloy with 4% Al addition, the critical cooling rate R c drops from 250K/s for the Cu50Zr50 BMG to about 40K/s.",10.1016/j.pmatsci.2006.07.003,Cu50Zr50,250,K/s,2.397940009
"Revisiting the Cu47Ti33Zr11Ni8Si1 glass-forming alloy. It was reported by Lin et al. [18] that the critical cooling rate for the Cu47Ti34Zr11Ni8 bulk metallic glass is 250K/s. Subsequently, it was reported by Choi-Yim et al. [1] that the addition of 1at.%% Si decreases the critical cooling rate by three orders of magnitude.",10.1016/j.scriptamat.2005.11.007,Cu47Ni8Ti34Zr11,250,K/s,2.397940009
"Formation of Fe-based glassy matrix composite coatings by laser processing. Considering k =80.2J·s^(-1)·m^(-1)·K^(-1) [31], α=0.3 [31], (T - T 0)=1102K [3], L =1.94×10^(9) J·m^(-3) [31] and rb =1.5mm (k, α and L are for pure Fe [31]), the cooling rate in the remelted coating was estimated to be 1.84×10^(5) K/s. This cooling rate is much higher than the critical cooling rate for amorphization of the Fe43.2Co28.8B19.2Nb4Si4.8 alloy (estimated to be 250K/s [32]) so an entirely amorphous structure should be observed.",10.1016/j.surfcoat.2013.12.049,B19.2Co28.8Fe43.2Nb4Si4.8,250,K/s,2.397940009
"Undercooling of bulk metallic glasses processed by electrostatic levitation. Simple arguments show that the maximum casting thickness obtainable for a bulk metallic glass alloy is related to the critical cooling rate by (1) dT/dt(K/s)=10/R^(2) (cm), where R is the resultant specimen thickness. For the Vit 101 alloy the estimated critical cooling rate is ≈250 K/s.",10.1016/S0022-3093(99)00139-8,Cu47Ni8Ti34Zr11,250,K/s,2.397940009
"Glass forming ability and in-situ composite formation in Pd-based bulk metallic glasses. Within a rather narrow cooling rate range between 0.63 and 1.98 K/s, the sample changes from fully amorphous to crystalline, as shown in Fig. 6. On the other hand, the critical cooling rate for glass formation is about 250 K/s for the Pd42Ni10Cu30P18 alloy while the critical cooling rate for composite formation, which separates the partial amorphous and the fully crystalline regions, is around 0.63 K/s.",10.1016/S1359-6454(02)00438-X,Cu30Ni10P18Pd42,250,K/s,2.397940009
"Optimum glass formation at off-eutectic composition and its relation to skewed eutectic coupled zone in the La based La–Al–(Cu,Ni) pseudo ternary system. With a further increase in Al content, the limiting diameter dropped sharply to 1 or 2 mm (Fig. 2b). We have also noticed similar results for Pd based Pd–Cu–Ni–P alloys, where the critical cooling rate for glass formation increased sharply from ~2 K/s for the Pd40Cu30Ni10P20 alloy to 250 K/s for the Pd42Cu30Ni10P18 alloy with only a 2 at% difference in P content [23].",10.1016/S1359-6454(03)00291-X,Cu30Ni10P18Pd42,250,K/s,2.397940009
"Determination of forming ability of high pressure die casting for Zr-based metallic glass. For example, Hng et al. (1996) found the computed critical cooling rate of a Zr66Ni26Al8 BMG changes from 0.81K/s to 260K/s by using the fitted viscosity obtained by using above different assumptions. Therefore, it is essential to obtain the viscosity-temperature fitted data based on experimental measurements in order to obtain a more realistic estimation of the critical cooling rate to predict critical size of Zr55Y0.2 metallic glass by HPDC.",10.1016/j.jmatprotec.2017.01.015,Al8Ni26Zr66,260,K/s,2.414973348
"Synthesis of ZrC/Zr55Al10Ni5Cu30 metallic-glass matrix composite powders by high pressure gas atomization. The critical cooling rate for the formation of glassy phase in the Zr55Al10Ni5Cu30 alloy, therefore, seems to be less than 3 × 10^(2) K/s because the matrix of the powder was amorphous even for the powder size of 177 μm. The critical cooling rate is in a good agreement with the result of about 1 × 10^(2) K/s that has been previously measured for a Zr-based metallic glass [21].",10.1016/S1359-6462(00)00510-8,Al10Cu30Ni5Zr55,300,K/s,2.477121255
"Abnormal increase of glass forming ability under rising mold temperature in high pressure die casting. Laws et al. [3] reported that the Rc as a function of the critical size Dc follow the relationship: Rc = 1353/Dc (K/s), where the unit of Dc is mm. Therefore, the Rc for present Zr55Cu30Ni5Al10 is estimated approximatively to be 310 K/s.",10.1016/j.matlet.2019.03.127,Al10Cu30Ni5Zr55,310,K/s,2.491361694
"Abnormal devitrification behavior and mechanical response of cold-rolled Mg-rich Mg-Cu-Gd metallic glasses. Although it is well known that most Mg-based BMGs exhibit extreme brittleness, the ribbon sample of Mg-rich alloy compositions over 75 at.%% Mg can be folded 180°, and it is possible to apply severe plastic deformation to it by cold rolling without fracture. Thus, in the present study, both Mg75Cu15Gd10 (BMG former with D max = 2 mm and R c ∼ 3.25 × 10^(2) K/s) and Mg85Cu5Gd10 (MG former with D max = 0.5 mm and R c ∼ 10^(4) K/s) alloy composition have been selected to scrutinize the devitrification behavior and mechanical response after cold rolling (hereafter, the Mg75Cu15Gd10 and Mg85Cu5Gd10 are called as Mg75 and Mg85, respectively).",10.1016/j.actamat.2016.06.026,Cu15Gd10Mg75,325,K/s,2.511883361
"Microstructure evolution and mechanical properties of Cu46Zr47Al7 bulk metallic glass composite containing CuZr crystallizing phases. And a typical feature of a combination of veins and some cores under tension of 2mm Cu46Zr47Al7 BMG is given in Fig. 5(d). During the casting, when the cooling rate is higher than the critical cooling rate 370K/s (estimated from 2mm plate), Cu46Zr47Al7 fully amorphous glass can be obtained.",10.1016/j.msea.2007.02.093,Al7Cu46Zr47,370,K/s,2.568201724
"Reduced glass transition temperature and glass forming ability of bulk glass forming alloys. Our result as well as that of Busch et al. [15] shows that this alloy is at a ternary eutectic point. Similarly, each of the two best glass forming alloys, Mg65Ni20Nd15 and Mg70Ni20Nd10 with critical section thickness of 3.5 and 2 mm and critical cooling rates for glass formation of 50 and 400 K/s, respectively, among eight Mg–Ni–Nd glass forming alloys [16], is around a eutectic point, as shown by our present melting study (Fig. 2).",10.1016/S0022-3093(00)00064-8,Mg70Nd10Ni20,400,K/s,2.602059991
"The correlation between reduced glass transition temperature and glass forming ability of bulk metallic glasses. Our result as well as that of Busch et al [14] show that this alloy is at a ternary eutectic point. Similarly, each of the two best glass forming alloys, Mg65Ni20Nd15 and Mg70Ni20Nd10 with critical section thickness of 3.5 mm and 2mm and critical cooling rates for glass formation of 50 K/s and 400 K/s respectively among eight Mg-Ni-Nd glass forming alloys [42], is around a eutectic point.",10.1016/S1359-6462(99)00417-0,Mg70Nd10Ni20,400,K/s,2.602059991
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. For example, the fragility parameters for Cu64Zr26 and Cu60Zr32.5Ti7.5 alloys are 9.3 and 8.31, which are highest among the Cu–Zr binary and ternary alloys, respectively. These two alloys also have the lowest critical cooling rate of 4.32×10^(2) K/s and 0.64K/s.",10.1016/j.intermet.2007.07.008,Cu64Zr26,432,K/s,2.635483747
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. The critical cooling rates, R c, for the nine alloys are listed in Table 5. It is seen that, the lowest critical cooling rate is 9.78×10^(3) K/s by Turnbull method, or 432K/s by TS method for Cu64Zr36 alloy.",10.1016/j.intermet.2007.07.008,Cu64Zr36,432,K/s,2.635483747
"Synthesis of in situ bulk glass matrix composite in by Bridgman method. The corresponding critical cooling rate for the formation of fully amorphous material in the La66Al14Cu10Ni10 alloy was estimated as ~450K/s using the equation in [17], indicating that this alloy is not a good bulk glass former. On the other hand, the critical cooling rate for composite formation, which is the cooling rate separating the partially amorphous and fully crystalline regions is estimated to be between 10 and 15K/s from the Bridgman solidification results.",10.1016/j.msea.2003.10.206,Al14Cu10La66Ni10,450,K/s,2.653212514
"Synthesis of in situ bulk glass matrix composite in by Bridgman method. This is in excellent agreement with the estimation from the Bridgman solidification results. The Bridgman growth results for Pd42Cu30Ni10P18 showed that the critical cooling rates for fully amorphous state and composite formation are ~450 and 1.98K/s, respectively.",10.1016/j.msea.2003.10.206,Cu30Ni10P18Pd42,450,K/s,2.653212514
"Synthesis of La-based in-situ bulk metallic glass matrix composite. The corresponding critical cooling rate for the formation of fully amorphous in the La66Al14Cu10Ni10 alloy was estimated as ∼450 K/s using the equation in Ref. [9], indicating that this alloy is not a good bulk glass former. On the other hand, the critical cooling rate for the composite formation that is the cooling rate separating the partial amorphous and fully crystalline regions is estimated as 6.9 K/s using 12 mm as the critical size [9].",10.1016/S0966-9795(02)00148-6,Al14Cu10La66Ni10,450,K/s,2.653212514
"A bulk metallic glass based on heavy rare earth gadolinium. The critical cooling rates for the full glass formation of the alloy can be estimated by using: dT/dt (K/s)=10/R ^(2) (cm) [21], where R is the typical dimension of the formed amorphous alloy. For the Gd60Cu20Ni10Al10 alloy, its critical cooling rate is about 500K/s.",10.1016/j.jnoncrysol.2005.07.005,Al10Cu20Gd60Ni10,500,K/s,2.698970004
"Reduced glass transition temperature and glass forming ability of bulk glass forming alloys. It is to be noticed that the alloy Mg90Ni5Nd5 has the largest melting interval with the poorest GFA among these eight alloys. Similarly in the Pd-based alloys, bulk glass formation has been reported in Pd77Cu4Si18 and Pd77Cu6Si17 alloys with critical thickness of 0.75 and 2 mm and critical cooling rates for glass formation of 500 and 125 K/s, respectively [20].",10.1016/S0022-3093(00)00064-8,Cu4Pd77Si18,500,K/s,2.698970004
"Reduced glass transition temperature and glass forming ability of bulk glass forming alloys. The formation of amorphous spheres 1.5 mm in diameter has been reported for Pd77.5Cu6Si16.5 alloy [21]. Both Pd77Cu6Si17 and Pd77.5Cu6Si16.5 alloys showed very small melting interval in our study with high T rg values, while Pd79.5Cu4Si16.5 showed relatively large melting interval with higher critical cooling rate for glass formation of 500 K/s.",10.1016/S0022-3093(00)00064-8,Cu4Pd79.5Si16.5,500,K/s,2.698970004
"Glass forming ability of La–Al–Ni–Cu and Pd–Si–Cu bulk metallic glasses. T m and T g for these five Pd-based metallic glasses do not vary very much, whilst T l has a minimum of Pd77.5Cu6Si16.5 alloy. The formation of amorphous spheres of 1.5mm in diameter has been reported in Pd77.5Cu6Si16.5 alloy with a critical cooling rate of 100K/s [12,13], while a higher critical cooling rate for glass formation was obtained in Pd79.5Cu4Si16.5 alloy to be 500K/s [14].",10.1016/S0921-5093(00)01563-X,Cu4Pd79.5Si16.5,500,K/s,2.698970004
"Summary of the CALPHAD XXXVI 2007 conference. The mobility values for B, C, Fe, Cr and Mo used to perform these calculations were based on the results of Tyagi et al. [9]. The results for SAM7, which contains 2 at.%% Y, following the findings of Lu et al. [10] and Ponnambalam et al. [11,12], and SAM2X5 [13] which exhibit critical cooling rates of 60 C/s and 600 C/s respectively can be characterized by cell sizes of 5 microns and 0.25 microns respectively.",10.1016/j.calphad.2007.11.002,B15.2C3.8Cr17.7Fe49.7Mn1.9Mo7.4Si2.4W1.6,600,K/s,2.77815125
"Nanocalorimetry: Door opened for in situ material characterization under extreme non-equilibrium conditions. Au49Ag5.5Pd2.3Cu26.9Si16.3 has a high GFA [487], and a fully amorphous sample was prepared by using an improved Flash DSC sensor [348,488]. The experimental critical cooling rate (R c, cri) avoiding crystallization is about 600 K/s, which is higher than the value estimated by the critical casting thickness at 100 K/s [487].",10.1016/j.pmatsci.2019.04.001,Ag5.5Au49Cu26.9Pd2.3Si16.3,600,K/s,2.77815125
"Reprint of: Nanocalorimetry: Door opened for in situ material characterization under extreme non-equilibrium conditions. Au49Ag5.5Pd2.3Cu26.9Si16.3 has a high GFA [487], and a fully amorphous sample was prepared by using an improved Flash DSC sensor [348,488]. The experimental critical cooling rate (R c, cri) avoiding crystallization is about 600 K/s, which is higher than the value estimated by the critical casting thickness at 100 K/s [487].",10.1016/j.pmatsci.2021.100819,Ag5.5Au49Cu26.9Pd2.3Si16.3,600,K/s,2.77815125
"The kinetics of devitrification of amorphous alloys: The time–temperature–crystallinity diagram describing the spark plasma sintering of Fe-based metallic glasses. It has been proposed that yttrium disrupts compound formation in Fe-based amorphous alloys, hence the critical cooling rate is lower in this material compared to SAM2X5 [43]. The values of critical cooling rate for SAM7 and SAM2X5 are 80 and 600Ks^(-1), respectively.",10.1016/j.scriptamat.2013.02.019,B15.2C3.8Cr17.7Fe49.7Mn1.9Mo7.4Si2.4W1.6,600,K/s,2.77815125
"Nucleation modes of the drop tube processed Nd70Fe20Al10 droplets. With these values, the TTT curve is drawn as curve (3) of Fig. 4. The critical cooling rate (R c) for homogeneous nucleation is equal to 10^(3) K/s.",10.1016/j.matlet.2003.08.010,Al10Fe20Nd70,1000,K/s,3
Crystallization behaviour and thermal stability of two aluminium-based metallic glass powder materials. A good linear relationship was found to exist between ln R and 1 / ( T l - T xc ) 2 for each alloy (Fig. 8). This provides an estimate of R c =1000K/s for Al86Ni6Y4.5Co2La1.5 and R c =1500K/s for Al85Ni5Y6Co2Fe2.,10.1016/j.msea.2011.09.107,Al86Co2La1.5Ni6Y4.5,1000,K/s,3
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. It is seen that, the lowest critical cooling rate is 9.78×10^(3) K/s by Turnbull method, or 432K/s by TS method for Cu64Zr36 alloy. For Cu46Zr54, the calculated critical cooling rate is 5.41×10^(4) K/s (Turnbull method) or 1.14×10^(3) K/s (TS method).",10.1016/j.intermet.2007.07.008,Cu46Zr54,1140,K/s,3.056904851
Crystallization behaviour and thermal stability of two aluminium-based metallic glass powder materials. A good linear relationship was found to exist between ln R and 1 / ( T l - T xc ) 2 for each alloy (Fig. 8). This provides an estimate of R c =1000K/s for Al86Ni6Y4.5Co2La1.5 and R c =1500K/s for Al85Ni5Y6Co2Fe2.,10.1016/j.msea.2011.09.107,Al85Co2Fe2Ni5Y6,1500,K/s,3.176091259
"Crystal nucleation in Au49Ag5.5Pd2.3Cu26.9Si16.3 glass and undercooled melt. With an increasing cooling rate, four stages with different nucleation and crystallization behaviors are distinguished. The critical cooling rate suppressing crystallization and homogeneous nucleation is estimated at about 1840 K/s and 3200 K/s, respectively.",10.1016/j.jallcom.2022.167953,Ag5.5Au49Cu26.9Pd2.3Si16.3,1840,K/s,3.264817823
"Evaluation of glass formation and critical casting diameter in Al-based metallic glasses. As shown in Table 1, the values of R c for the typical Al-based metallic glasses are in the range of 10^(3) K/s to 10^(4) K/s, which is comparable to that ever estimated from experimental experience. As expected, the composition of Al86Ni6Y4.5Co2La1.5, with the best GFA, has the minimum R c of about 3.01×10^(3) K/s, while the composition of Al87Ni9Ce4 has the maximum R c of nearly 1.02×10^(4) K/s.",10.1016/j.matdes.2015.08.138,Al86Co2La1.5Ni6Y4.5,3010,K/s,3.478566496
"Kinetics of structure formation in the vicinity of the glass transition. The critical rate approach has been used in the present study. The critical cooling rate to form a CHG in Au49Ag5.5Pd2.3Cu26.9Si16.3 is 4000 K s^(-1), while it is 500 K s^(-1) to form a SDG.",10.1016/j.actamat.2022.117630,Ag5.5Au49Cu26.9Pd2.3Si16.3,4000,K/s,3.602059991
Phase evolution in Cu54Ni6Zr22Ti18 bulk metallic glass Nd:YAG laser weld. Δ t T m / T g of the weld metal (1kW–4ms single pulse) is about 56ms while that of a 2kW–10ms single pulse is about 131ms (corresponding effective cooling rates are 1.0×10^(4) and 4.3×10^(3) Ks^(-1)). The effective cooling rate is far faster than the estimated critical cooling rate of Cu54Ni6Zr22Ti18 BMG.,10.1016/j.msea.2006.06.118,Cu54Ni6Ti18Zr22,4300,K/s,3.633468456
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. These value are much lower than the other alloys. For example, the calculated critical cooling rates of Cu50Zr5Ti45 and Cu50Zr15Ti35 alloys are increased to 7.34×10^(5) K/s and 4.82×10^(3) K/s (Turnbull method), and 1.36×10^(4) K/s and 21.63K/s (TS method).",10.1016/j.intermet.2007.07.008,Cu50Ti35Zr15,4820,K/s,3.683047038
Formation of ferromagnetic bulk amorphous Fe40Ni40P14B6 alloys. In general it is considered that the critical cooling rate R c for the glass formation of Fe40Ni40P14B6 is on the order of ∼10^(5) K s^(-1) [15]. In 1993 Diefenbach et al. [19] reported to prepare the amorphous Fe40Ni40P14B6 alloy sphere with diameter of up to 300μm by means of the containerless solidification technique and corresponding critical cooling rate is estimated to be 8000K s^(-1).,10.1016/j.matlet.2006.02.054,B6Fe40Ni40P14,8000,K/s,3.903089987
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. It is seen that, the lowest critical cooling rate is 9.78×10^(3) K/s by Turnbull method, or 432K/s by TS method for Cu64Zr36 alloy. For Cu46Zr54, the calculated critical cooling rate is 5.41×10^(4) K/s (Turnbull method) or 1.14×10^(3) K/s (TS method).",10.1016/j.intermet.2007.07.008,Cu64Zr36,9780,K/s,3.990338855
"Thermodynamics, kinetics, and crystallization of Pt57.3Cu14.6Ni5.3P22.8 bulk metallic glass. But with Pt57.3Cu14.6Ni5.3P22.8, the finding of a large ΔS f, and its correspondingly large ΔG l-x would not suggest good GFA. The driving force for crystallization of Pt57.3Cu14.6Ni5.3P22.8 is even larger than that of the binary ZrNi glass former, which has a critical cooling rate of 10^(4) K/s, which obviously makes this criterion insufficient to explain the alloy’s GFA.",10.1016/j.actamat.2006.09.024,Ni1Zr1,10000,K/s,4
"Enthalpy relaxation and its relation to the thermodynamics and crystallization of the Zr58.5Cu15.6Ni12.8Al10.3Nb2.8 bulk metallic glass-forming alloy. The entropy of fusion and the critical cooling rate of V106a are 8.03J/g-atom/K and 1.75K/s, respectively, which are comparable to the values of about 8.8J/g-atom/K and 1K/s for Zr41.2Ti13.8Cu12.5Ni10.0Be22.5 (Vit1) [10]. These values are relatively small if compared with those of the ternary Mg64Cu25Y10 (about 11J/g-atom/K and 50K/s) [9], and those of the binary Zr62Ni38, which is known of having critical cooling rates of 10^(4) K/s [9,22].",10.1016/j.actamat.2006.09.040,Ni38Zr62,10000,K/s,4
"Abnormal devitrification behavior and mechanical response of cold-rolled Mg-rich Mg-Cu-Gd metallic glasses. Although it is well known that most Mg-based BMGs exhibit extreme brittleness, the ribbon sample of Mg-rich alloy compositions over 75 at.%% Mg can be folded 180°, and it is possible to apply severe plastic deformation to it by cold rolling without fracture. Thus, in the present study, both Mg75Cu15Gd10 (BMG former with D max = 2 mm and R c ∼ 3.25 × 10^(2) K/s) and Mg85Cu5Gd10 (MG former with D max = 0.5 mm and R c ∼ 10^(4) K/s) alloy composition have been selected to scrutinize the devitrification behavior and mechanical response after cold rolling (hereafter, the Mg75Cu15Gd10 and Mg85Cu5Gd10 are called as Mg75 and Mg85, respectively).",10.1016/j.actamat.2016.06.026,Cu5Gd10Mg85,10000,K/s,4
"Abnormal devitrification behavior and mechanical response of cold-rolled Mg-rich Mg-Cu-Gd metallic glasses. Fig. 1 shows a map of D max with border line of BMG formation in Mg100-xCuxGd10 alloys (x = 5–30 at.%%). As shown in Fig. 1, with increasing Mg contents up to 85 at.%%, the D max gradually deceases down to 0.5 mm (R c ∼ 10^(4) K/s [22]).",10.1016/j.actamat.2016.06.026,Cu15Gd10Mg85,10000,K/s,4
"Thermodynamics and structural relaxation in Ce-based bulk metallic glass-forming liquids. The smaller the ΔG, the smaller the driving force of crystallization, and therefore the smaller nucleation and growth rate in the supercooled and the better glass-forming ability. This is consistent with the experimental results shown in Fig. 5, i.e. the smallest ΔG occurs for Pd43Ni10Cu27P20 alloy, which has the critical cooling rate of 1K/s (indicated in plot), while the largest ΔG is for Zr64Ni34 with a critical cooling rate of 10^(4) K/s.",10.1016/j.jallcom.2011.01.106,Ni34Zr64,10000,K/s,4
"Bulk metallic glasses. The Gibbs free-energy difference is compared with those of other typical eutectic, or close to eutectic, glass-forming systems. The alloys show different critical cooling rates between 1K/s for the vit1 and about 10^(4) K/s for the binary Zr62Ni38.",10.1016/j.mser.2004.03.001,Ni38Zr62,10000,K/s,4
"Thermodynamics and kinetics of glassy and liquid phase-change materials. By extrapolating the heat capacity data down to T g , the authors calculated the difference in Gibbs free energy between liquid and crystal, ΔG l-x ~ 4 kJ mol^(-1), around its T g [13,16]. As a comparison, ΔG l - x is ~2 kJ mol^(-1) for Zr-based bulk metallic glasses (with a critical cooling rate R c ~1 K/s) and ~3.5 kJ mol^(-1) for the Zr62Ni38 metallic glass (with a R c ~10^(4) K/s) at their respective T g [41].",10.1016/j.mssp.2021.106094,Ni38Zr62,10000,K/s,4
"Thermodynamics and kinetics of Zr–Ti–Cu–Ni–Be bulk metallic glass forming liquids. In Fig. 6 , the Gibbs free enthalpy difference between the supercooled liquid and the crystalline mixture is compared with a selection of other eutectic, or close to eutectic, glass forming systems. The alloys show different critical cooling rates between 1K/s for the pentary Vit 1 and about 10^(4) K/s for the binary Zr62Ni38.",10.1016/S0921-5093(00)01458-1,Ni38Zr62,10000,K/s,4
"Thermodynamics of La based La–Al–Cu–Ni–Co alloys studied by temperature modulated DSC. In Fig. 4 , the Gibbs free energy differences between the supercooled liquid and the crystalline mixture for La55Al25Ni25 and La55Al25Cu10Ni5Co5 alloys are compared with a selection of other eutectic, or close to eutectic, glass forming systems [21]. The alloys show different critical cooling rates (indicated in plot) between 1 K/s for the pentary Zr41.2Ti13.8Cu12.5-Ni10Be22.5 alloy and 10^(4) K/s for the binary Zr62Ni38 alloy.",10.1016/S0966-9795(99)00159-4,Ni38Zr62,10000,K/s,4
"Evaluation of glass formation and critical casting diameter in Al-based metallic glasses. As shown in Table 1, the values of R c for the typical Al-based metallic glasses are in the range of 10^(3) K/s to 10^(4) K/s, which is comparable to that ever estimated from experimental experience. As expected, the composition of Al86Ni6Y4.5Co2La1.5, with the best GFA, has the minimum R c of about 3.01×10^(3) K/s, while the composition of Al87Ni9Ce4 has the maximum R c of nearly 1.02×10^(4) K/s.",10.1016/j.matdes.2015.08.138,Al87Ce4Ni9,10200,K/s,4.008600172
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. These value are much lower than the other alloys. For example, the calculated critical cooling rates of Cu50Zr5Ti45 and Cu50Zr15Ti35 alloys are increased to 7.34×10^(5) K/s and 4.82×10^(3) K/s (Turnbull method), and 1.36×10^(4) K/s and 21.63K/s (TS method).",10.1016/j.intermet.2007.07.008,Cu50Ti45Zr5,13600,K/s,4.133538908
Glass formation and crystallisation in rapidly solidified zirconium alloys. Such diagrams were first developed in the context of metallic glasses by Uhlman [34] and subsequently used by Davies [35] to determine the value of the critical cooling rate to just avoid crystallization. Savalia et al. [11] have used this approach and the ΔG c calculated from experimentally determined parameters for estimating the critical cooling rate for glass formation in the case of Zr76Fe16Ni8 and found it to be close to 10^(6) K/min. This value is in good agreement with that for other alloys in this system [11].,10.1016/S0921-5093(00)01554-9,Fe16Ni8Zr76,16666.66667,K/s,4.22184875
"On the high glass-forming ability of Pt-Cu-Ni/Co-P-based liquids. In contrast, the fit of Eq. (6) to the high and low temperature primary crystallization of Pt60Cu16Co2P22 (Fig. 4(b)) results in a τX ^(∗) of ∼0.008 s, which is almost 2.5 orders of magnitude lower than the estimated value (Eq. (10)). The critical cooling rate needed to bypass the isothermal crystallization nose is approximately 2 × 10^(4) K/s, leading to a dc of ∼200 μm (Eq. (1)).",10.1016/j.actamat.2017.09.013,Co2Cu16P22Pt60,20000,K/s,4.301029996
"Microstructural heterogeneities governing the deformation of Cu47.5Zr47.5Al5 bulk metallic glass composites. In the case of homogeneous nucleation the nuclei would be expected to be distributed randomly in the melt, as would the crystals, which precipitate from them. A high critical cooling rate of 4×10^(4) Ks^(-1) has been determined experimentally for a Cu56Zr44 glass [39], indicating a high driving force for crystallization.",10.1016/j.actamat.2009.07.042,Cu56Zr44,40000,K/s,4.602059991
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. It is seen that, the lowest critical cooling rate is 9.78×10^(3) K/s by Turnbull method, or 432K/s by TS method for Cu64Zr36 alloy. For Cu46Zr54, the calculated critical cooling rate is 5.41×10^(4) K/s (Turnbull method) or 1.14×10^(3) K/s (TS method).",10.1016/j.intermet.2007.07.008,Cu46Zr54,54100,K/s,4.733197265
Formation of ferromagnetic bulk amorphous Fe40Ni40P14B6 alloys. In general it is considered that the critical cooling rate R c for the glass formation of Fe40Ni40P14B6 is on the order of ∼10^(5) K s^(-1) [15]. In 1993 Diefenbach et al. [19] reported to prepare the amorphous Fe40Ni40P14B6 alloy sphere with diameter of up to 300μm by means of the containerless solidification technique and corresponding critical cooling rate is estimated to be 8000K s^(-1).,10.1016/j.matlet.2006.02.054,B6Fe40Ni40P14,100000,K/s,5
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. These value are much lower than the other alloys. For example, the calculated critical cooling rates of Cu50Zr5Ti45 and Cu50Zr15Ti35 alloys are increased to 7.34×10^(5) K/s and 4.82×10^(3) K/s (Turnbull method), and 1.36×10^(4) K/s and 21.63K/s (TS method).",10.1016/j.intermet.2007.07.008,Cu50Ti45Zr5,734000,K/s,5.86569606
"Prediction of the glass forming ability in a Fe-25%B binary amorphous alloy based on phase-field method. The activation energy E had litter influence on the nose temperature and time for the TTT curves. Under the different thermal activation energy Q 1, Q 2 and Q 3, for the nucleation rates P, the temperature and time corresponding to the nose tip were 500K, 600K, 775K and 6.2×10^(-4) s, 4.5×10^(-4) s, 9.5×10^(-4) s, respectively, and the calculated R c were 1.57×10^(6) K/s, 1.93×10^(6) K/s, 7.35×10^(5) K/s, respectively, which were between the range of 6.4×10^(5) K/s~6.8×10^(6) K/s for the experimental value.",10.1016/j.jnoncrysol.2017.03.043,B25Fe75,735000,K/s,5.866287339
"Metallic glass coating on metals plate by adjusted explosive welding technique. The high magnification temperature contour of the weldment near the typical collision point is also shown in the insert. From the temperature history curve, we can find that the increasing rate of temperature is about 10^(9) K/s, and the descending rate is about 10^(7) K/s in the explosive welding progress, both of which are much higher than the critical cooling rate of the Fe40Ni40P14B6 (10^(6) K/s) for glass formation and could restrain the occurrence of crystallization.",10.1016/j.apsusc.2009.07.033,B6Fe40Ni40P14,1000000,K/s,6
"Microstructures and properties of high-entropy alloys. The similar elements can also significantly improve the GFA of the metallic alloys, which is mainly associated with the high-entropy effects. An example is that the binary LaCu alloy only has limited GFA and can only form glass at a very high cooling rate by melt spinning (10^(6) Ks^(-1)), with a critical thickness of less than 50μm.",10.1016/j.pmatsci.2013.10.001,Cu1La1,1000000,K/s,6
"Prediction of the glass forming ability in a Fe-25%B binary amorphous alloy based on phase-field method. The activation energy E had litter influence on the nose temperature and time for the TTT curves. Under the different thermal activation energy Q 1, Q 2 and Q 3, for the nucleation rates P, the temperature and time corresponding to the nose tip were 500K, 600K, 775K and 6.2×10^(-4) s, 4.5×10^(-4) s, 9.5×10^(-4) s, respectively, and the calculated R c were 1.57×10^(6) K/s, 1.93×10^(6) K/s, 7.35×10^(5) K/s, respectively, which were between the range of 6.4×10^(5) K/s~6.8×10^(6) K/s for the experimental value.",10.1016/j.jnoncrysol.2017.03.043,B25Fe75,1570000,K/s,6.195899652
