formula,c,mn,si,cr,ni,mo,v,n,nb,co,w,al,ti,yield strength,tensile strength,elongation,composition,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity
Fe0.751C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0791Mo0.0129V0.000109Nb0.0000596Co0.0000940Al0.0211Ti0.000116,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0.0,0.01,0.01,0.0,1.03,0.01,1285.0,1311.3,16.0,Fe0.751 C0.00138 Mn0.000101 Si0.000197 Cr0.134 Ni0.0791 Mo0.0129 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0211 Ti0.000116,25.79246450005929,55.01791739413606,55.39807795357546,1852.1850578199449,7.97838858434769,3.9889043375807343,132.28302587814747,1.8140801550477192
Fe0.751C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0783Mo0.0129V0.000109Nb0.0000596Co0.0000939Al0.0220Ti0.000116,0.04,0.01,0.01,12.49,8.3,2.23,0.01,0.0,0.01,0.01,0.0,1.07,0.01,1297.5,1343.3,15.5,Fe0.751 C0.00184 Mn0.000101 Si0.000197 Cr0.133 Ni0.0783 Mo0.0129 V0.000109 Nb5.96e-05 Co9.39e-05 Al0.022 Ti0.000116,25.771867224358108,55.045452785864796,55.35329754585775,1852.0362884877864,7.986041142663946,3.987078936878605,132.24688079070418,1.8143124095681125
Fe0.751C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0785Mo0.0128V0.000109Nb0.0000596Co0.0000939Al0.0217Ti0.000578,0.04,0.01,0.01,12.51,8.32,2.22,0.01,0.0,0.01,0.01,0.0,1.06,0.05,1344.0,1511.0,17.8,Fe0.751 C0.00184 Mn0.000101 Si0.000197 Cr0.133 Ni0.0785 Mo0.0128 V0.000109 Nb5.96e-05 Co9.39e-05 Al0.0217 Ti0.000578,25.772779014748817,55.03619667822858,55.35495779001598,1852.2237600108401,7.983296740879929,3.9872823265700217,132.25925237392605,1.8142315379780667
Fe0.751C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0786Mo0.0127V0.000109Nb0.0000596Co0.0000939Al0.0213Ti0.00116,0.04,0.01,0.01,12.45,8.33,2.2,0.01,0.0,0.01,0.01,0.0,1.04,0.1,1348.6,1440.6,17.3,Fe0.751 C0.00184 Mn0.000101 Si0.000197 Cr0.133 Ni0.0786 Mo0.0127 V0.000109 Nb5.96e-05 Co9.39e-05 Al0.0213 Ti0.00116,25.77429212611376,55.02310819113532,55.35822198235533,1852.526080764037,7.97937241072808,3.987584592672876,132.2768983578136,1.8141286443525815
Fe0.751C0.00563Mn0.00185Si0.00120Cr0.0218Ni0.0967Mo0.00587V0.000111Nb0.0000606Co0.116Al0.000209,0.12,0.18,0.06,2.01,10.07,1.0,0.01,0.0,0.01,12.1,0.0,0.01,0.0,1463.3,1574.7,15.4,Fe0.751 C0.00563 Mn0.00185 Si0.0012 Cr0.0218 Ni0.0967 Mo0.00587 V0.000111 Nb6.06e-05 Co0.116 Al0.000209,26.22863055168445,55.91584383764352,56.343917887902876,1822.9472571410754,8.293593778518972,3.9932645003061693,130.48723259764347,1.84529799468349
Fe0.752C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0781Mo0.0127V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0215Ti0.000578,0.03,0.01,0.01,12.51,8.28,2.2,0.01,0.01,0.01,0.01,0.0,1.05,0.05,1276.7,1334.0,18.3,Fe0.752 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0781 Mo0.0127 V0.000109 N0.000395 Nb5.96e-05 Co9.39e-05 Al0.0215 Ti0.000578,25.774726995786395,55.03123423149157,55.35933149792869,1850.6986437895507,7.9817060057677685,3.9875152654908175,132.26405542416688,1.8143609659337732
Fe0.752C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0218Ti0.000231,0.03,0.01,0.01,12.51,8.31,2.22,0.01,0.0,0.01,0.01,0.0,1.06,0.02,1296.0,1355.3,18.2,Fe0.752 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0784 Mo0.0128 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0218 Ti0.000231,25.781909424342775,55.031434805787306,55.374810277159426,1851.1658939326005,7.982228249632362,3.9881046412435612,132.27494301977774,1.813974062050952
Fe0.752C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0784Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0209Ti0.000116,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0.0,0.01,0.01,0.0,1.02,0.01,1277.7,1308.8,16.1,Fe0.752 C0.00138 Mn0.000101 Si0.000197 Cr0.134 Ni0.0784 Mo0.0128 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0209 Ti0.000116,25.792064562689475,55.01061853713707,55.39784530228865,1852.3101442314128,7.976188928813746,3.9890043219231863,132.28862500132476,1.814035162093616
Fe0.752C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0783Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0209Ti0.00104,0.04,0.01,0.01,12.49,8.3,2.21,0.01,0.0,0.01,0.01,0.0,1.02,0.09,1391.2,1426.0,16.6,Fe0.752 C0.00184 Mn0.000101 Si0.000197 Cr0.133 Ni0.0783 Mo0.0128 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0209 Ti0.00104,25.78103247709059,55.01504557092144,55.374011405437756,1852.9830556656734,7.97705930766904,3.9880878484939535,132.28245774911574,1.814264834913737
Fe0.752C0.00184Mn0.000101Si0.000197Cr0.133Ni0.0787Mo0.0129V0.000109Nb0.0000596Co0.0000940Al0.0213Ti0.000116,0.04,0.01,0.01,12.46,8.34,2.24,0.01,0.0,0.01,0.01,0.0,1.04,0.01,1312.0,1344.4,14.6,Fe0.752 C0.00184 Mn0.000101 Si0.000197 Cr0.133 Ni0.0787 Mo0.0129 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0213 Ti0.000116,25.781922850940298,55.03522552504625,55.374976846948556,1852.5883956743617,7.9833521355003505,3.987787687649325,132.25120554776882,1.8145093154191962
Fe0.753C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0127V0.000109Nb0.0000596Co0.0000940Al0.0211Ti0.000231,0.03,0.01,0.01,12.47,8.31,2.2,0.01,0.0,0.01,0.01,0.0,1.03,0.02,1276.5,1463.8,18.6,Fe0.753 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0784 Mo0.0127 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0211 Ti0.000231,25.789450240290698,55.01933301585129,55.39109118809749,1851.6634468631453,7.978933028486613,3.9887067965543994,132.28038600855916,1.8140982211010386
Fe0.753C0.00929Mn0.000102Si0.000199Cr0.0880Ni0.0200Mo0.00756V0.00318Nb0.0000600Co0.117Al0.000620Ti0.000233,0.2,0.01,0.01,8.2,2.1,1.3,0.29,0.0,0.01,12.4,0.0,0.03,0.02,1357.3,1777.6,11.0,Fe0.753 C0.00929 Mn0.000102 Si0.000199 Cr0.088 Ni0.02 Mo0.00756 V0.00318 Nb6e-05 Co0.117 Al0.00062 Ti0.000233,25.895959345265023,55.093185448198845,55.78184430511667,1864.3865015952063,8.015171469631044,3.988212088338785,131.4646142483718,1.8308058091917492
Fe0.754C0.00184Mn0.000101Si0.000197Cr0.132Ni0.0780Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0213Ti0.000347,0.04,0.01,0.01,12.35,8.27,2.21,0.01,0.0,0.01,0.01,0.0,1.04,0.03,1294.9,1352.1,18.2,Fe0.754 C0.00184 Mn0.000101 Si0.000197 Cr0.132 Ni0.078 Mo0.0128 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0213 Ti0.000347,25.78009439199334,55.03473875543089,55.371183244385044,1852.1814460063642,7.983235409666767,3.987693031386596,132.2539629410112,1.8145299843852347
Fe0.754C0.00599Mn0.0101Si0.00493Cr0.165Ni0.0396Mo0.0159V0.000109N0.00395Nb0.0000596Co0.0000940Al0.000616,0.13,1.0,0.25,15.5,4.2,2.75,0.01,0.1,0.01,0.01,0.0,0.03,0.0,1155.0,1409.1,14.0,Fe0.754 C0.00599 Mn0.0101 Si0.00493 Cr0.165 Ni0.0396 Mo0.0159 V0.000109 N0.00395 Nb5.96e-05 Co9.4e-05 Al0.000616,25.732236342411035,54.49970660227844,55.37106330668688,1886.9620890357617,7.803206802108783,3.9905368988370644,132.57543560314875,1.8168126691035504
Fe0.754C0.00640Mn0.0300Si0.00469Cr0.166Ni0.0387Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.000610,0.14,3.0,0.24,15.69,4.14,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,1153.4,1359.8,17.2,Fe0.754 C0.0064 Mn0.03 Si0.00469 Cr0.166 Ni0.0387 Mo0.000114 V0.000108 Nb5.91e-05 Co9.31e-05 Al0.00061,25.526036542508795,54.404575477665205,54.868046471480284,1872.2098156607153,7.784520624132797,3.982086968269166,132.60444064205495,1.8013073958141608
Fe0.755C0.00185Mn0.000101Si0.000198Cr0.134Ni0.0794Mo0.0127V0.000109Nb0.0000598Co0.0000942Al0.0158Ti0.000232,0.04,0.01,0.01,12.58,8.39,2.2,0.01,0.0,0.01,0.01,0.0,0.77,0.02,1280.2,1343.8,18.4,Fe0.755 C0.00185 Mn0.000101 Si0.000198 Cr0.134 Ni0.0794 Mo0.0127 V0.000109 Nb5.98e-05 Co9.42e-05 Al0.0158 Ti0.000232,25.84879024835324,54.93426022266152,55.52212129973065,1857.582533235155,7.955226383230751,3.99305863473744,132.31162450077235,1.8154998439288312
Fe0.755C0.00552Mn0.00543Si0.0236Cr0.128Ni0.0188Mo0.0173V0.00380N0.00197Nb0.00244Co0.0375Al0.000615,0.12,0.54,1.2,12.02,2.0,3.01,0.35,0.05,0.41,4.0,0.0,0.03,0.0,1074.9,1342.9,17.9,Fe0.755 C0.00552 Mn0.00543 Si0.0236 Cr0.128 Ni0.0188 Mo0.0173 V0.0038 N0.00197 Nb0.00244 Co0.0375 Al0.000615,25.676636915922895,55.0292907322683,55.285283225369625,1880.1472262306556,7.951933798344959,3.9805445136128395,132.16543913597837,1.8223610090252254
Fe0.757C0.000465Mn0.000712Si0.00219Cr0.121Ni0.0981Mo0.0119V0.000110Nb0.0000602Co0.0000948Al0.00497Ti0.00269,0.01,0.07,0.11,11.3,10.3,2.05,0.01,0.0,0.01,0.01,0.0,0.24,0.23,1157.5,1187.8,16.5,Fe0.757 C0.000465 Mn0.000712 Si0.00219 Cr0.121 Ni0.0981 Mo0.0119 V0.00011 Nb6.02e-05 Co9.48e-05 Al0.00497 Ti0.00269,26.033629609763715,54.91749838885932,55.89136270613996,1856.9886232452577,7.959263358457788,4.003872942042967,132.28147088138405,1.8195817578845823
Fe0.757C0.00185Mn0.000101Si0.000791Cr0.133Ni0.0781Mo0.0127V0.000109Nb0.0000597Co0.0000942Al0.0158Ti0.000232,0.04,0.01,0.04,12.44,8.26,2.19,0.01,0.0,0.01,0.01,0.0,0.77,0.02,1280.8,1340.1,16.1,Fe0.757 C0.00185 Mn0.000101 Si0.000791 Cr0.133 Ni0.0781 Mo0.0127 V0.000109 Nb5.97e-05 Co9.42e-05 Al0.0158 Ti0.000232,25.841115785984687,54.946121212369725,55.505894114610086,1857.234106482767,7.958198282139817,3.9924674714445927,132.30247553375952,1.8156116422588522
Fe0.757C0.0186Mn0.00163Si0.000199Cr0.131Ni0.0000953Mo0.0341V0.0105Nb0.0000602Co0.0467Al0.000622,0.4,0.16,0.01,12.14,0.01,5.84,0.96,0.0,0.01,4.92,0.0,0.03,0.0,1667.4,2122.1,4.0,Fe0.757 C0.0186 Mn0.00163 Si0.000199 Cr0.131 Ni9.53e-05 Mo0.0341 V0.0105 Nb6.02e-05 Co0.0467 Al0.000622,25.915832230975013,54.50952162729579,55.963616494700645,1934.5981557741006,7.799385611187935,3.996141154505244,132.56716573055752,1.832023443126057
Fe0.758C0.00142Mn0.000104Si0.000203Cr0.123Ni0.0932Mo0.000119V0.000112Nb0.0000612Co0.0000965W0.0124Al0.00822Ti0.00309,0.03,0.01,0.01,11.2,9.61,0.02,0.01,0.0,0.01,0.01,4.0,0.39,0.26,1199.0,1266.5,10.3,Fe0.758 C0.00142 Mn0.000104 Si0.000203 Cr0.123 Ni0.0932 Mo0.000119 V0.000112 Nb6.12e-05 Co9.65e-05 W0.0124 Al0.00822 Ti0.00309,26.38801252807803,54.916276051705466,56.90107381864836,1868.2255290039045,7.953314099827635,4.01371684747702,132.40678394565262,1.8214288292790877
Fe0.758C0.00185Mn0.000101Si0.000198Cr0.132Ni0.0780Mo0.0127V0.000109Nb0.0000597Co0.0000942Al0.0167Ti0.000348,0.04,0.01,0.01,12.38,8.25,2.2,0.01,0.0,0.01,0.01,0.0,0.81,0.03,1305.4,1361.8,18.2,Fe0.758 C0.00185 Mn0.000101 Si0.000198 Cr0.132 Ni0.078 Mo0.0127 V0.000109 Nb5.97e-05 Co9.42e-05 Al0.0167 Ti0.000348,25.83791961665329,54.95270656222068,55.49912760801547,1856.1574800189449,7.960489417742102,3.9921629531437923,132.30197891357173,1.8155051567254394
Fe0.759C0.000472Mn0.000103Si0.000202Cr0.000109Ni0.203Mo0.0124V0.000111Nb0.0000610Co0.0000961Al0.00273Ti0.0225,0.01,0.01,0.01,0.01,21.0,2.1,0.01,0.0,0.01,0.01,0.0,0.13,1.9,1661.2,1888.4,6.0,Fe0.759 C0.000472 Mn0.000103 Si0.000202 Cr0.000109 Ni0.203 Mo0.0124 V0.000111 Nb6.1e-05 Co9.61e-05 Al0.00273 Ti0.0225,26.467036896369557,55.94726554908296,56.636931073377866,1809.1649816378974,8.307911666462326,4.008578273775533,131.22389494397441,1.8434710223713584
Fe0.760C0.000454Mn0.000992Si0.0640Cr0.000105Ni0.172Mo0.000114V0.000107Nb0.0000587Co0.0000925Al0.00101Ti0.00125,0.01,0.1,3.3,0.01,18.5,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.11,1474.4,1529.6,13.5,Fe0.76 C0.000454 Mn0.000992 Si0.064 Cr0.000105 Ni0.172 Mo0.000114 V0.000107 Nb5.87e-05 Co9.25e-05 Al0.00101 Ti0.00125,25.55014641317711,57.511376815767356,54.50474272960146,1788.945399902738,8.728805882762277,3.934266742332805,129.2927193738107,1.8476906730686942
Fe0.760C0.000468Mn0.000102Si0.000200Cr0.113Ni0.0986Mo0.0181V0.000110Nb0.0000605Co0.0000953Al0.00749Ti0.00129,0.01,0.01,0.01,10.5,10.3,3.1,0.01,0.0,0.01,0.01,0.0,0.36,0.11,1091.4,1140.3,22.0,Fe0.76 C0.000468 Mn0.000102 Si0.0002 Cr0.113 Ni0.0986 Mo0.0181 V0.00011 Nb6.05e-05 Co9.53e-05 Al0.00749 Ti0.00129,26.14715205102311,54.95582050829011,56.16652304723697,1858.7504846846846,7.970765644725176,4.009539118841342,132.32826914792142,1.8229169203728441
Fe0.762C0.000930Mn0.00752Si0.00199Cr0.110Ni0.0971Mo0.0115V0.000110Nb0.0000601Co0.0000948Al0.00621Ti0.00257,0.02,0.74,0.1,10.2,10.2,1.98,0.01,0.0,0.01,0.01,0.0,0.3,0.22,1145.8,1196.1,18.0,Fe0.762 C0.00093 Mn0.00752 Si0.00199 Cr0.11 Ni0.0971 Mo0.0115 V0.00011 Nb6.01e-05 Co9.48e-05 Al0.00621 Ti0.00257,26.017854784128826,54.98852457426364,55.85892956131025,1850.4113301780678,7.981556065890005,4.001499972652321,132.21226637858447,1.8194246148501991
Fe0.763C0.000466Mn0.000509Si0.000398Cr0.114Ni0.101Mo0.0120V0.000110Nb0.0000602Co0.0000949Al0.00746Ti0.000935,0.01,0.05,0.02,10.6,10.6,2.06,0.01,0.0,0.01,0.01,0.0,0.36,0.08,1194.0,1235.4,17.0,Fe0.763 C0.000466 Mn0.000509 Si0.000398 Cr0.114 Ni0.101 Mo0.012 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00746 Ti0.000935,26.051341200606256,55.001752042007425,55.922558455657615,1852.1097945657996,7.987819703167824,4.003270091759963,132.17089034352963,1.8209377089618333
Fe0.763C0.00479Mn0.00524Si0.00615Cr0.133Ni0.0196Mo0.000120V0.000113Nb0.0000619Co0.0488W0.0188Al0.000640,0.1,0.5,0.3,12.0,2.0,0.02,0.01,0.0,0.01,5.0,6.0,0.03,0.0,1235.9,1520.0,15.6,Fe0.763 C0.00479 Mn0.00524 Si0.00615 Cr0.133 Ni0.0196 Mo0.00012 V0.000113 Nb6.19e-05 Co0.0488 W0.0188 Al0.00064,26.543578327184772,54.63143386147703,57.54804009110131,1898.7569062502218,7.847283390460344,4.021405159515269,132.6844282735367,1.8236380663728993
Fe0.763Mn0.00102Si0.00814Cr0.109Ni0.0988Mo0.0116V0.000109Nb0.0000600Co0.0000946Al0.00517Ti0.00268,0.0,0.1,0.41,10.2,10.4,2.0,0.01,0.0,0.01,0.01,0.0,0.25,0.23,1221.6,1282.9,17.5,Fe0.763 Mn0.00102 Si0.00814 Cr0.109 Ni0.0988 Mo0.0116 V0.000109 Nb6e-05 Co9.46e-05 Al0.00517 Ti0.00268,25.989234086005666,55.124723509753586,55.77669230937877,1850.216590395105,8.018943783250851,3.9983494612641564,132.08583941798602,1.821537967992753
Fe0.764C0.000467Mn0.000511Si0.00200Cr0.0831Ni0.117Mo0.0178V0.000110Nb0.0000604Co0.0000952Al0.0131Ti0.00234,0.01,0.05,0.1,7.7,12.2,3.05,0.01,0.0,0.01,0.01,0.0,0.63,0.2,1506.8,1546.8,14.0,Fe0.764 C0.000467 Mn0.000511 Si0.002 Cr0.0831 Ni0.117 Mo0.0178 V0.00011 Nb6.04e-05 Co9.52e-05 Al0.0131 Ti0.00234,26.1396786835203,55.37545428487935,56.101076945565566,1840.6930621289416,8.102155382118994,4.001825334734648,131.89787619945005,1.8278496829250448
Fe0.765C0.000909Mn0.00109Si0.0618Cr0.000105Ni0.170Mo0.000114V0.000107Nb0.0000587Co0.0000926Al0.000607,0.02,0.11,3.18,0.01,18.3,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,1419.4,1481.4,14.0,Fe0.765 C0.000909 Mn0.00109 Si0.0618 Cr0.000105 Ni0.17 Mo0.000114 V0.000107 Nb5.87e-05 Co9.26e-05 Al0.000607,25.573455322236107,57.46698709739427,54.561292781510794,1790.4557462755902,8.71744022527429,3.9359402242241672,129.298746563724,1.8481333551625474
Fe0.765Mn0.000713Si0.00199Cr0.112Ni0.0992Mo0.0128V0.000110Nb0.0000603Co0.0000950Al0.00519Ti0.00281,0.0,0.07,0.1,10.4,10.4,2.2,0.01,0.0,0.01,0.01,0.0,0.25,0.24,1224.7,1241.2,15.5,Fe0.765 Mn0.000713 Si0.00199 Cr0.112 Ni0.0992 Mo0.0128 V0.00011 Nb6.03e-05 Co9.5e-05 Al0.00519 Ti0.00281,26.076568927234998,54.961342374553276,55.98384206745154,1853.4331651313348,7.974320285953065,4.005680480071218,132.2604688568628,1.8210715579683878
Fe0.765Mn0.00112Si0.00597Cr0.110Ni0.0990Mo0.0119V0.000110Nb0.0000601Co0.0000948Al0.00414Ti0.00257,0.0,0.11,0.3,10.2,10.4,2.05,0.01,0.0,0.01,0.01,0.0,0.2,0.22,1173.8,1232.0,18.0,Fe0.765 Mn0.00112 Si0.00597 Cr0.11 Ni0.099 Mo0.0119 V0.00011 Nb6.01e-05 Co9.48e-05 Al0.00414 Ti0.00257,26.032207430480806,55.050945388183116,55.87622476601728,1852.0130228571022,7.9989044615466,4.001850164940789,132.15235974782718,1.821563820890113
Fe0.766C0.000468Mn0.000819Si0.00100Cr0.102Ni0.103Mo0.0188V0.000110Nb0.0000606Co0.0000955Al0.00563Ti0.00259,0.01,0.08,0.05,9.4,10.7,3.2,0.01,0.0,0.01,0.01,0.0,0.27,0.22,1267.8,1285.0,15.0,Fe0.766 C0.000468 Mn0.000819 Si0.001 Cr0.102 Ni0.103 Mo0.0188 V0.00011 Nb6.06e-05 Co9.55e-05 Al0.00563 Ti0.00259,26.197632236964996,55.01190387788758,56.269536499155834,1856.529298159225,7.98976856363618,4.011288130772255,132.2762328909302,1.8252634914930252
Fe0.766C0.00140Mn0.000102Si0.000199Cr0.115Ni0.0900Mo0.0143V0.000110Nb0.0000601Co0.0000948Al0.00952Ti0.00327,0.03,0.01,0.01,10.7,9.46,2.45,0.01,0.0,0.01,0.01,0.0,0.46,0.28,1182.0,1254.5,10.1,Fe0.766 C0.0014 Mn0.000102 Si0.000199 Cr0.115 Ni0.09 Mo0.0143 V0.00011 Nb6.01e-05 Co9.48e-05 Al0.00952 Ti0.00327,26.01213562161876,54.94450770201946,55.866503680330275,1856.404593783208,7.964998456586276,4.001840997088263,132.30822217038067,1.8202891298376418
Fe0.766Mn0.000510Si0.000399Cr0.121Ni0.0945Mo0.0120V0.000110Nb0.0000603Co0.0000950Al0.00270Ti0.00351,0.0,0.05,0.02,11.2,9.9,2.05,0.01,0.0,0.01,0.01,0.0,0.13,0.3,1172.0,1213.3,18.0,Fe0.766 Mn0.00051 Si0.000399 Cr0.121 Ni0.0945 Mo0.012 V0.00011 Nb6.03e-05 Co9.5e-05 Al0.0027 Ti0.00351,26.085156196375547,54.794121658217634,56.01420335488228,1858.7652908532984,7.923995310946529,4.008953382523833,132.42206736582835,1.8192016599720864
Fe0.766Mn0.00366Si0.00159Cr0.110Ni0.0981Mo0.0118V0.000110Nb0.0000602Co0.0000949Al0.00622Ti0.00269,0.0,0.36,0.08,10.2,10.3,2.02,0.01,0.0,0.01,0.01,0.0,0.3,0.23,1178.9,1234.4,18.5,Fe0.766 Mn0.00366 Si0.00159 Cr0.11 Ni0.0981 Mo0.0118 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00622 Ti0.00269,26.051291225222684,54.97369165284366,55.92791525382449,1849.9569855839868,7.978411318480363,4.004048883707908,132.24751653237533,1.8199521655509794
Fe0.766Mn0.00448Si0.00159Cr0.109Ni0.0981Mo0.0117V0.000110Nb0.0000602Co0.0000949Al0.00622Ti0.00257,0.0,0.44,0.08,10.1,10.3,2.0,0.01,0.0,0.01,0.01,0.0,0.3,0.22,1163.0,1219.6,17.5,Fe0.766 Mn0.00448 Si0.00159 Cr0.109 Ni0.0981 Mo0.0117 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00622 Ti0.00257,26.051371747743907,54.97916153919928,55.9279994831348,1849.2399746741032,7.980262821685345,4.003950495892142,132.24079503554816,1.8198903417866
Fe0.767C0.000465Mn0.00112Si0.00358Cr0.110Ni0.0981Mo0.0119V0.000110Nb0.0000601Co0.0000948Al0.00559Ti0.00257,0.01,0.11,0.18,10.2,10.3,2.05,0.01,0.0,0.01,0.01,0.0,0.27,0.22,1175.4,1224.4,19.0,Fe0.767 C0.000465 Mn0.00112 Si0.00358 Cr0.11 Ni0.0981 Mo0.0119 V0.00011 Nb6.01e-05 Co9.48e-05 Al0.00559 Ti0.00257,26.03091806143556,55.02688773892282,55.87775102666736,1852.0216061545295,7.99280874212302,4.001859003373909,132.16765550002054,1.8213457221584985
Fe0.768C0.000466Mn0.000306Si0.000598Cr0.110Ni0.100Mo0.0128V0.000110Nb0.0000603Co0.0000951Al0.00478Ti0.00281,0.01,0.03,0.03,10.2,10.5,2.2,0.01,0.0,0.01,0.01,0.0,0.23,0.24,1340.8,1353.2,13.0,Fe0.768 C0.000466 Mn0.000306 Si0.000598 Cr0.11 Ni0.1 Mo0.0128 V0.00011 Nb6.03e-05 Co9.51e-05 Al0.00478 Ti0.00281,26.095285179756434,54.950222164357015,56.02422753265716,1854.2151493352067,7.9727228928385205,4.006550133626606,132.2448507807902,1.821918291275401
Fe0.768C0.000466Mn0.00122Si0.00119Cr0.111Ni0.0972Mo0.0119V0.000110Nb0.0000602Co0.0000949Al0.00642Ti0.00245,0.01,0.12,0.06,10.3,10.2,2.05,0.01,0.0,0.01,0.01,0.0,0.31,0.21,1258.8,1289.1,15.0,Fe0.768 C0.000466 Mn0.00122 Si0.00119 Cr0.111 Ni0.0972 Mo0.0119 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00642 Ti0.00245,26.04538285796448,54.97663769555203,55.91456553496256,1852.0102602600848,7.979202610589963,4.003417820280166,132.2202765272778,1.8207572458699837
Fe0.768C0.000468Mn0.000512Si0.00180Cr0.0827Ni0.117Mo0.0179V0.000110Nb0.0000605Co0.0000954Al0.00958Ti0.00235,0.01,0.05,0.09,7.65,12.2,3.05,0.01,0.0,0.01,0.01,0.0,0.46,0.2,1414.5,1465.5,15.0,Fe0.768 C0.000468 Mn0.000512 Si0.0018 Cr0.0827 Ni0.117 Mo0.0179 V0.00011 Nb6.05e-05 Co9.54e-05 Al0.00958 Ti0.00235,26.190151391813455,55.309334054518,56.213596264132484,1843.769230100385,8.0839315638124,4.005641251203432,131.9404039213817,1.8287080990057825
Fe0.768C0.000931Mn0.00244Si0.00199Cr0.110Ni0.0981Mo0.0113V0.000110Nb0.0000602Co0.0000948Al0.00497Ti0.00269,0.02,0.24,0.1,10.2,10.3,1.94,0.01,0.0,0.01,0.01,0.0,0.24,0.23,1167.2,1207.8,16.5,Fe0.768 C0.000931 Mn0.00244 Si0.00199 Cr0.11 Ni0.0981 Mo0.0113 V0.00011 Nb6.02e-05 Co9.48e-05 Al0.00497 Ti0.00269,26.03733219011758,54.98703369488532,55.8931236664688,1852.6752900510253,7.982372292607272,4.002536459988448,132.18114733292964,1.8211049160276047
Fe0.769Mn0.000509Si0.000398Cr0.112Ni0.0953Mo0.0119V0.000110Nb0.0000602Co0.0000949Al0.00725Ti0.00362,0.0,0.05,0.02,10.4,10.0,2.05,0.01,0.0,0.01,0.01,0.0,0.35,0.31,1282.2,1344.2,16.0,Fe0.769 Mn0.000509 Si0.000398 Cr0.112 Ni0.0953 Mo0.0119 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00725 Ti0.00362,26.043642334190896,54.93381612311659,55.915061661608235,1851.3237322244288,7.966041521347682,4.004311156269067,132.30380844797475,1.8197229270793542
Fe0.770C0.000470Mn0.000103Si0.000201Cr0.000109Ni0.168Mo0.0124V0.0222Nb0.0000607Co0.0000957Al0.00251Ti0.0236,0.01,0.01,0.01,0.01,17.5,2.1,2.0,0.0,0.01,0.01,0.0,0.12,2.0,1998.6,2088.4,10.0,Fe0.77 C0.00047 Mn0.000103 Si0.000201 Cr0.000109 Ni0.168 Mo0.0124 V0.0222 Nb6.07e-05 Co9.57e-05 Al0.00251 Ti0.0236,26.329725829292823,55.522112341352745,56.42736779231726,1820.6199536603876,8.166410302421786,4.008811908264211,132.0005013256322,1.8359932259024112
Fe0.770C0.000930Mn0.00488Si0.00199Cr0.107Ni0.0952Mo0.0112V0.000110Nb0.0000601Co0.0000948Al0.00600Ti0.00245,0.02,0.48,0.1,10.0,10.0,1.92,0.01,0.0,0.01,0.01,0.0,0.29,0.21,1188.6,1236.4,16.5,Fe0.77 C0.00093 Mn0.00488 Si0.00199 Cr0.107 Ni0.0952 Mo0.0112 V0.00011 Nb6.01e-05 Co9.48e-05 Al0.006 Ti0.00245,26.021108096298995,55.00220378754233,55.862445516637464,1850.0827634431694,7.98642334462663,4.001410220009722,132.18036974946565,1.8205021087294528
